a_bef_b,distance,vb_acc,va_acc
100,12.662417356356304,0.14870905864993111,0.14878807463809407
100,13.092208351867258,0.20994291459689113,0.21010788302311112
100,13.522000778202111,0.240948726327962,0.24120498171147364
100,13.951794118215718,0.2672823206330324,0.26746737444468666
100,14.38158790461514,0.28894307568625166,0.28910962205725554
100,14.811382784198102,0.2920255242151092,0.2922332081148686
100,15.24117871592302,0.29307615943140297,0.2931495865035796
100,15.670975378183238,0.29209447418397,0.29217640009209883
100,16.10077363436979,0.2807446375972339,0.2808188260713314
100,16.530573411032137,0.268947773113146,0.2688810110729659
100,16.960374551233322,0.2567038129896635,0.2567076992106385
100,17.390178054542037,0.23953291342901578,0.23952241752895548
100,17.819983700129256,0.22276861878930942,0.22269683856103467
100,18.24979128423053,0.2064109986068608,0.20637608883801128
100,18.67960157803311,0.18848635886695128,0.18844659027723945
100,19.109414216609753,0.17134618916953331,0.17123113424401376
100,19.539228884476277,0.15499056913832449,0.15494376920699737
100,19.969046030806744,0.13895590309640565,0.13891040307246388
100,20.398865098664515,0.12379646752661294,0.12374915646715068
100,20.828685583824612,0.10951231631348754,0.1094646299395446
100,21.258507478355508,0.09631064747212321,0.09626167679695485
100,21.688329550146214,0.0839366156037727,0.08377766992986235
100,22.118149955473605,0.07239017902513718,0.07233704480269944
100,22.54796834951584,0.06152351747062346,0.06147277737108747
100,22.977783513516343,0.05153321713665419,0.05148603469868717
100,23.40759893378074,0.04241920949157903,0.04237508550968408
100,23.83741318677842,0.03409932159813801,0.03405605969585924
100,24.267226306348892,0.026681137244883715,0.026639704654712118
100,24.69703828886236,0.02016460259921272,0.02012602036061789
100,25.126846253052125,0.016230156468274467,0.014832208793216653
100,25.556640792467476,0.011557923379189799,0.010302793991784987
100,25.98642337149487,0.006147874164012695,0.0065377759659691476
100,26.41620946496353,0.002034565107129677,0.004159367475477588
100,26.846014994805095,-0.00036118389013853396,0.00236951768125852
100,27.275844362130343,-0.0010393729639451828,0.0008672748498533084
100,27.70569085863087,-0.00038130751290271834,0.0007408507530034181
100,28.135546109138062,1.1272300098378036e-05,0.0004006490625274593
100,28.565404250459242,0.00013838672584288146,0.0002004542701507347
100,28.99526211534227,5.163217031509701e-05,8.22785603041757e-05
100,29.425119176829305,-3.5063167628583365e-07,-5.372768346679286e-05
100,29.854974847627194,-1.7562187478312448e-05,-0.00016025312855609845
100,30.2848283423149,-6.577677110282315e-06,-0.00022794747151300463
100,30.71467891041276,1.0948235125386102e-08,-0.0002754247920373607
100,31.144526020264784,2.2035204763297884e-06,-0.0003213605392615035
100,31.574369276670804,8.260623342464908e-07,-0.00034019213060066127
100,32.004208497877656,-3.5471056502079976e-10,-0.0003520474183423367
100,32.43404364166742,-2.757051875718511e-07,-0.00036169867238138644
100,32.863874681518254,-1.0337978399730137e-07,-0.000354515285627599
100,33.293701619339934,1.3955376757877158e-11,-0.00034601500272821617
100,33.723524620084326,3.447426674965152e-08,-0.0003372418595516121
100,34.1533438809557,2.6125737547733575e-08,-0.0003170226814644477
100,34.58315964671125,1.6100853111727943e-08,-0.0002946015695033478
100,35.01297226882738,-7.3317377639586834e-09,-0.0002738947108918289
100,35.44278205461385,-4.806171903941432e-09,-0.0002460980002172903
100,35.87258926644559,-2.555269594529739e-09,-0.0002255147595235027
100,36.3023941516658,9.872323310580366e-11,-0.00020146503525478735
100,36.73219706965807,1.7893149023338207e-10,-0.00018119022878499764
100,37.16199831160648,6.91289645551193e-11,-0.00017565806708107404
100,37.591797775125684,1.2137805994598093e-11,-0.00015853104257070074
100,38.0215957430962,1.922767712241751e-12,-0.00012298947091596887
100,38.45139249897227,5.551133398632173e-12,-0.000109942385125063
100,38.881188082957436,2.240532828954497e-12,-0.00010358805333941043
100,39.31098276352359,5.810868295202183e-13,-0.00011710720314813398
100,39.740776448208166,-1.0410864219941764e-12,-0.00010873702400923244
100,40.17056994126295,-8.749833672041018e-13,-6.6669181316639e-05
100,40.60036449493496,1.5783172400111608e-08,-2.2628843723414452e-05
100,41.0301604013922,9.1541879477836e-09,4.445633043317262e-06
100,41.45995773340718,-7.470833783394008e-09,1.2234730046552472e-05
100,41.88975685271568,-4.370587761388905e-09,3.748381360297659e-06
100,42.31955803977081,-1.960182640557479e-09,-1.0886609162992582e-06
